task,target_day,business_day,ds,hour_business,period,y_true,actual_available_at,source_file
dayahead,2026-02-01,2026-02-01,2026-02-01 19:00:00,19,17_24,380.0,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 14:00:00,14,9_16,-51.0,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 21:00:00,21,17_24,419.0,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 22:00:00,22,17_24,406.47,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 23:00:00,23,17_24,380.44,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-02 00:00:00,24,17_24,347.55,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 20:00:00,20,17_24,387.5,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 13:00:00,13,9_16,-51.0,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 18:00:00,18,17_24,380.8,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 11:00:00,11,9_16,-10.0,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 01:00:00,1,1_8,377.2,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 02:00:00,2,1_8,358.46,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 03:00:00,3,1_8,375.25,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 04:00:00,4,1_8,347.5,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 05:00:00,5,1_8,346.0,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 12:00:00,12,9_16,-20.0,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 07:00:00,7,1_8,294.95,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 08:00:00,8,1_8,333.8,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 09:00:00,9,9_16,316.8,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 10:00:00,10,9_16,171.0,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-01,2026-02-01,2026-02-01 06:00:00,6,1_8,318.89,2026-06-27T03:46:21.533221+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 16:00:00,16,9_16,326.0,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 15:00:00,15,9_16,133.95,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 17:00:00,17,17_24,360.913,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 18:00:00,18,17_24,402.87,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 19:00:00,19,17_24,445.0,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 22:00:00,22,17_24,458.54,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 21:00:00,21,17_24,449.45,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 14:00:00,14,9_16,51.625,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 23:00:00,23,17_24,416.11,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-03 00:00:00,24,17_24,397.37,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 20:00:00,20,17_24,460.0,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 13:00:00,13,9_16,50.5,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 12:00:00,12,9_16,107.8,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 11:00:00,11,9_16,150.0,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 10:00:00,10,9_16,250.0,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 09:00:00,9,9_16,370.125,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 08:00:00,8,1_8,362.125,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 07:00:00,7,1_8,319.33,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 06:00:00,6,1_8,345.0,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 05:00:00,5,1_8,317.325,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 04:00:00,4,1_8,347.5,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 03:00:00,3,1_8,350.0,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 02:00:00,2,1_8,361.01,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-02,2026-02-02,2026-02-02 01:00:00,1,1_8,361.5,2026-06-27T04:02:20.765130+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 15:00:00,15,9_16,130.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 17:00:00,17,17_24,300.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 18:00:00,18,17_24,374.5,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 19:00:00,19,17_24,325.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 16:00:00,16,9_16,270.25,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 21:00:00,21,17_24,315.5,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 22:00:00,22,17_24,300.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 23:00:00,23,17_24,222.75,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-04 00:00:00,24,17_24,216.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 14:00:00,14,9_16,6.363,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 20:00:00,20,17_24,324.163,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 13:00:00,13,9_16,39.75,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 12:00:00,12,9_16,13.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 11:00:00,11,9_16,150.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 02:00:00,2,1_8,347.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 03:00:00,3,1_8,377.625,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 04:00:00,4,1_8,355.75,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 05:00:00,5,1_8,359.03,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 01:00:00,1,1_8,376.307,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 07:00:00,7,1_8,327.9,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 08:00:00,8,1_8,334.83,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 09:00:00,9,9_16,363.995,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 10:00:00,10,9_16,245.0,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-03,2026-02-03,2026-02-03 06:00:00,6,1_8,328.4,2026-06-27T04:11:56.458366+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 15:00:00,15,9_16,50.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-05 00:00:00,24,17_24,453.875,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 23:00:00,23,17_24,443.175,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 22:00:00,22,17_24,490.5,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 21:00:00,21,17_24,487.5,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 20:00:00,20,17_24,500.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 19:00:00,19,17_24,500.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 18:00:00,18,17_24,500.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 17:00:00,17,17_24,362.5,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 16:00:00,16,9_16,290.75,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 14:00:00,14,9_16,-0.5,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 13:00:00,13,9_16,-7.84,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 01:00:00,1,1_8,65.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 12:00:00,12,9_16,0.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 02:00:00,2,1_8,71.2,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 03:00:00,3,1_8,69.5,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 05:00:00,5,1_8,87.098,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 06:00:00,6,1_8,75.27,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 04:00:00,4,1_8,69.5,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 08:00:00,8,1_8,283.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 09:00:00,9,9_16,300.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 10:00:00,10,9_16,148.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 11:00:00,11,9_16,50.0,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-04,2026-02-04,2026-02-04 07:00:00,7,1_8,133.75,2026-06-27T04:25:53.348848+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 17:00:00,17,17_24,193.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 14:00:00,14,9_16,-50.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 15:00:00,15,9_16,-50.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 16:00:00,16,9_16,29.375,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 18:00:00,18,17_24,225.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 13:00:00,13,9_16,-50.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 20:00:00,20,17_24,190.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 21:00:00,21,17_24,150.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 22:00:00,22,17_24,237.47,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 23:00:00,23,17_24,150.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 19:00:00,19,17_24,205.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-06 00:00:00,24,17_24,107.5,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 12:00:00,12,9_16,-50.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 10:00:00,10,9_16,154.558,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 01:00:00,1,1_8,435.5,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 02:00:00,2,1_8,447.875,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 03:00:00,3,1_8,520.16,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 04:00:00,4,1_8,469.5,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 11:00:00,11,9_16,3.395,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 06:00:00,6,1_8,435.5,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 07:00:00,7,1_8,400.908,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 08:00:00,8,1_8,394.75,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 09:00:00,9,9_16,345.958,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-05,2026-02-05,2026-02-05 05:00:00,5,1_8,497.0,2026-06-27T04:40:08.268934+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-07 00:00:00,24,17_24,460.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 23:00:00,23,17_24,460.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 22:00:00,22,17_24,476.5,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 21:00:00,21,17_24,501.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 20:00:00,20,17_24,491.375,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 19:00:00,19,17_24,488.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 18:00:00,18,17_24,500.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 17:00:00,17,17_24,450.25,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 16:00:00,16,9_16,408.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 14:00:00,14,9_16,207.56,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 13:00:00,13,9_16,200.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 15:00:00,15,9_16,329.513,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 11:00:00,11,9_16,200.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 01:00:00,1,1_8,0.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 02:00:00,2,1_8,0.125,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 03:00:00,3,1_8,100.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 04:00:00,4,1_8,62.5,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 05:00:00,5,1_8,17.5,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 12:00:00,12,9_16,200.0,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 07:00:00,7,1_8,20.705,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 08:00:00,8,1_8,153.358,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 09:00:00,9,9_16,321.25,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 10:00:00,10,9_16,275.5,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-06,2026-02-06,2026-02-06 06:00:00,6,1_8,21.875,2026-06-27T04:52:10.552227+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 14:00:00,14,9_16,-10.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 23:00:00,23,17_24,440.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 22:00:00,22,17_24,460.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 21:00:00,21,17_24,438.283,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 20:00:00,20,17_24,444.5,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 19:00:00,19,17_24,420.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 18:00:00,18,17_24,421.25,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 17:00:00,17,17_24,345.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 16:00:00,16,9_16,48.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 15:00:00,15,9_16,-0.5,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-08 00:00:00,24,17_24,449.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 13:00:00,13,9_16,0.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 11:00:00,11,9_16,28.9,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 01:00:00,1,1_8,430.5,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 02:00:00,2,1_8,431.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 03:00:00,3,1_8,433.13,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 04:00:00,4,1_8,435.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 05:00:00,5,1_8,430.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 12:00:00,12,9_16,-10.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 07:00:00,7,1_8,399.5,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 08:00:00,8,1_8,412.625,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 09:00:00,9,9_16,366.875,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 10:00:00,10,9_16,203.5,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-07,2026-02-07,2026-02-07 06:00:00,6,1_8,430.0,2026-06-27T05:18:19.677257+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-08,2026-02-08,2026-02-08 14:00:00,14,9_16,-43.0,2026-06-27T05:43:20.393338+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-08,2026-02-08,2026-02-08 15:00:00,15,9_16,-44.0,2026-06-27T05:43:20.393338+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-08,2026-02-08,2026-02-08 16:00:00,16,9_16,29.0,2026-06-27T05:43:20.393338+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-08,2026-02-08,2026-02-08 17:00:00,17,17_24,366.753,2026-06-27T05:43:20.393338+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-08,2026-02-08,2026-02-08 18:00:00,18,17_24,430.0,2026-06-27T05:43:20.393338+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-08,2026-02-08,2026-02-08 20:00:00,20,17_24,446.395,2026-06-27T05:43:20.393338+00:00,data/shandong_pmos_hourly.xlsx
dayahead,2026-02-08,2026-02-08,2026-02-08 21:00:00,21,17_24,462.5,2026-06-27T05:43:20.393338+00:00,data/shandong_pmos_hourly.xlsx
