task,period,target_day,age_days,day_gate,model_name,weight_before,loss,normalized_loss,weight_after
realtime,1_8,2026-02-23,1,0.85,rt916,0.25,112.42905268054596,1.075556599764007,0.12031128551648541
realtime,1_8,2026-02-23,1,0.85,sgdfnet,0.25,92.5858353076795,0.8857257429072785,0.13688859402069084
realtime,1_8,2026-02-23,1,0.85,timemixer,0.25,179.15833264605652,1.713924670589386,0.07794411861046996
realtime,1_8,2026-02-23,1,0.85,timesfm,0.25,96.63303239282823,0.9244434002359929,0.13333161964593265
realtime,1_8,2026-02-22,2,0.8147783251231526,rt916,0.25681440174651166,89.60714300245702,1.2449983494579628,0.1140726488284298
realtime,1_8,2026-02-22,2,0.8147783251231526,sgdfnet,0.2922000394927855,14.254020473704319,0.25,0.24826158523474576
realtime,1_8,2026-02-22,2,0.8147783251231526,timemixer,0.16637817561897944,253.06795636207494,3.5161168787944046,0.03
realtime,1_8,2026-02-22,2,0.8147783251231526,timesfm,0.28460738314172335,54.34026550851723,0.7550016505420373,0.17398749751217915
realtime,1_8,2026-02-21,3,0.7795566502463054,rt916,0.20142728500124898,55.69086179300511,1.0629057260519532,0.10380895782651448
realtime,1_8,2026-02-21,3,0.7795566502463054,sgdfnet,0.4383755229454975,11.186226393537192,0.25,0.37508946517962116
realtime,1_8,2026-02-21,3,0.7795566502463054,timemixer,0.05297342186842816,246.766936861536,4.0,0.03
realtime,1_8,2026-02-21,3,0.7795566502463054,timesfm,0.3072237701848254,49.098980669999996,0.937094273948047,0.17125641163616687
realtime,1_8,2026-02-20,4,0.7443349753694581,rt916,0.15262547958084902,111.88457305042812,1.0628974477286275,0.08104995380158073
realtime,1_8,2026-02-20,4,0.7443349753694581,sgdfnet,0.5514765845586953,81.33437013210872,0.7726721572872202,0.3481028044123027
realtime,1_8,2026-02-20,4,0.7443349753694581,timemixer,0.04410760384549377,166.28033016093974,1.5796542250367027,0.03
realtime,1_8,2026-02-20,4,0.7443349753694581,timesfm,0.2517903320149619,98.64293040631892,0.9371025522713725,0.1441107586545931
realtime,1_8,2026-02-19,5,0.7091133004926108,rt916,0.13435248698994542,156.21827181542608,0.8931888253055281,0.0809449412155277
realtime,1_8,2026-02-19,5,0.7091133004926108,sgdfnet,0.5770327471803604,81.50572240811023,0.4660146320104769,0.44298383524190704
