task,model_name,target_day,business_day,ds,hour_business,period,y_pred,y_true,age_days,day_gate
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 16:00:00,16,9_16,418.1135811906723,337.436,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 11:00:00,11,9_16,256.7609088200816,-80.0,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 02:00:00,2,1_8,319.40676318255584,282.316,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 03:00:00,3,1_8,318.6488751414184,273.141,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 04:00:00,4,1_8,296.7740133768595,85.363,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 05:00:00,5,1_8,293.6947511855203,86.544,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 06:00:00,6,1_8,273.9102674156067,26.423,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 07:00:00,7,1_8,215.34878819790293,-80.0,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 08:00:00,8,1_8,323.8074609790839,67.228,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 09:00:00,9,9_16,358.38019738409304,192.092,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 10:00:00,10,9_16,263.7161045708586,-80.0,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 13:00:00,13,9_16,159.87098359792978,-80.0,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 12:00:00,12,9_16,148.57945872515702,-80.0,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 14:00:00,14,9_16,228.2226436786344,160.21,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 15:00:00,15,9_16,328.7950343608442,303.185,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 01:00:00,1,1_8,325.8283017876943,301.561,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 17:00:00,17,17_24,442.3555340225188,414.759,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 18:00:00,18,17_24,452.228185208312,393.081,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 19:00:00,19,17_24,460.0580424149482,357.897,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 20:00:00,20,17_24,449.845963297072,390.47,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 21:00:00,21,17_24,447.5610125357557,457.861,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 22:00:00,22,17_24,407.108585061933,490.202,30,0.3
realtime,sgdfnet,2026-01-25,2026-01-25,2026-01-25 23:00:00,23,17_24,444.1529447539567,386.387,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-26 00:00:00,24,17_24,331.16876220703125,333.527,30,0.3
realtime,rt916,2026-01-25,2026-01-25,2026-01-25 23:00:00,23,17_24,383.06705,386.387,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 02:00:00,2,1_8,232.22344970703125,282.316,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 12:00:00,12,9_16,201.88661193847656,-80.0,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 03:00:00,3,1_8,242.08914184570312,273.141,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 04:00:00,4,1_8,226.88723754882807,85.363,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 05:00:00,5,1_8,262.56005859375,86.544,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 06:00:00,6,1_8,265.1498107910156,26.423,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 07:00:00,7,1_8,315.2772827148437,-80.0,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 08:00:00,8,1_8,252.1166076660156,67.228,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 09:00:00,9,9_16,220.7862548828125,192.092,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 11:00:00,11,9_16,171.556640625,-80.0,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 13:00:00,13,9_16,159.93032836914062,-80.0,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 23:00:00,23,17_24,331.1123046875,386.387,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 14:00:00,14,9_16,231.7136688232422,160.21,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 15:00:00,15,9_16,277.73455810546875,303.185,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 16:00:00,16,9_16,326.4148864746094,337.436,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 17:00:00,17,17_24,315.5788269042969,414.759,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 18:00:00,18,17_24,371.4704284667969,393.081,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 19:00:00,19,17_24,355.38311767578125,357.897,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 20:00:00,20,17_24,359.479248046875,390.47,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 21:00:00,21,17_24,388.0400085449219,457.861,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 22:00:00,22,17_24,343.6763610839844,490.202,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 01:00:00,1,1_8,273.40557861328125,301.561,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 01:00:00,1,1_8,259.42255,301.561,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 02:00:00,2,1_8,230.82324,282.316,30,0.3
realtime,timemixer,2026-01-25,2026-01-25,2026-01-25 10:00:00,10,9_16,166.535400390625,-80.0,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 04:00:00,4,1_8,199.61574,85.363,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 03:00:00,3,1_8,214.11844,273.141,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 05:00:00,5,1_8,170.86623,86.544,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 06:00:00,6,1_8,164.322,26.423,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 07:00:00,7,1_8,150.5464,-80.0,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 08:00:00,8,1_8,206.49393,67.228,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 09:00:00,9,9_16,287.39667,192.092,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 10:00:00,10,9_16,233.41504,-80.0,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 12:00:00,12,9_16,170.0834,-80.0,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 13:00:00,13,9_16,140.22449,-80.0,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 14:00:00,14,9_16,220.84283,160.21,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 11:00:00,11,9_16,205.31996,-80.0,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 16:00:00,16,9_16,399.02087,337.436,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-26 00:00:00,24,17_24,393.9167,333.527,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 15:00:00,15,9_16,312.32047,303.185,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 22:00:00,22,17_24,436.27737,490.202,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 21:00:00,21,17_24,433.98087,457.861,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 20:00:00,20,17_24,423.2122,390.47,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 23:00:00,23,17_24,421.47644,386.387,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 18:00:00,18,17_24,434.04224,393.081,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 17:00:00,17,17_24,412.68143,414.759,30,0.3
realtime,timesfm,2026-01-25,2026-01-25,2026-01-25 19:00:00,19,17_24,419.35187,357.897,30,0.3
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 09:00:00,9,9_16,424.7753,813.45,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 23:00:00,23,17_24,351.10132,323.133,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 02:00:00,2,1_8,330.49582,334.93,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 03:00:00,3,1_8,345.361,334.594,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 04:00:00,4,1_8,300.9619,334.254,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 05:00:00,5,1_8,284.66235,329.854,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 06:00:00,6,1_8,283.73163,329.201,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 07:00:00,7,1_8,308.70258,324.586,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 08:00:00,8,1_8,326.96597,332.64,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 10:00:00,10,9_16,342.57755,1291.302,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 21:00:00,21,17_24,371.46527,354.098,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 12:00:00,12,9_16,227.59444,1051.962,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 13:00:00,13,9_16,189.43074,442.419,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 14:00:00,14,9_16,212.54918,394.373,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 15:00:00,15,9_16,268.2054,356.98,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 16:00:00,16,9_16,337.90286,373.916,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 17:00:00,17,17_24,391.98233,486.036,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 18:00:00,18,17_24,431.53537,534.75,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 19:00:00,19,17_24,416.7384,463.411,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 20:00:00,20,17_24,390.80396,401.106,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-27 00:00:00,24,17_24,348.61743,315.845,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 11:00:00,11,9_16,289.23505,1275.122,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 01:00:00,1,1_8,360.4753,331.888,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 12:00:00,12,9_16,364.39448308274586,1051.962,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 22:00:00,22,17_24,403.573853448117,356.098,29,0.3137931034482759
realtime,rt916,2026-01-26,2026-01-26,2026-01-26 22:00:00,22,17_24,362.8095,356.098,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 02:00:00,2,1_8,447.53608026836616,334.93,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 03:00:00,3,1_8,427.9681049015108,334.594,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 04:00:00,4,1_8,427.950940480928,334.254,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 05:00:00,5,1_8,415.9764252940109,329.854,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 06:00:00,6,1_8,407.5594319844592,329.201,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 07:00:00,7,1_8,410.37117893861847,324.586,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 08:00:00,8,1_8,457.0301345314264,332.64,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 09:00:00,9,9_16,538.1162144609923,813.45,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 10:00:00,10,9_16,502.4355596875693,1291.302,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 11:00:00,11,9_16,457.85519685041527,1275.122,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-27 00:00:00,24,17_24,407.847539562496,315.845,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 13:00:00,13,9_16,271.0479904015692,442.419,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 14:00:00,14,9_16,290.2309384015481,394.373,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 15:00:00,15,9_16,215.9844985584768,356.98,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 16:00:00,16,9_16,396.9575853347476,373.916,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 17:00:00,17,17_24,487.9419923373051,486.036,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 18:00:00,18,17_24,479.3120470568704,534.75,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 19:00:00,19,17_24,476.9241040982363,463.411,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 20:00:00,20,17_24,435.713425282528,401.106,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 21:00:00,21,17_24,430.0347227943832,354.098,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 01:00:00,1,1_8,413.2929318096179,331.888,29,0.3137931034482759
realtime,sgdfnet,2026-01-26,2026-01-26,2026-01-26 23:00:00,23,17_24,400.9568760873552,323.133,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 12:00:00,12,9_16,325.45258,1051.962,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 01:00:00,1,1_8,365.3838806152344,331.888,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 23:00:00,23,17_24,401.4861755371094,323.133,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 04:00:00,4,1_8,340.90948486328125,334.254,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 05:00:00,5,1_8,340.1264953613281,329.854,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 06:00:00,6,1_8,333.115966796875,329.201,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 07:00:00,7,1_8,352.4963684082031,324.586,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 08:00:00,8,1_8,395.14935302734375,332.64,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 09:00:00,9,9_16,366.2850341796875,813.45,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 10:00:00,10,9_16,262.67938232421875,1291.302,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 12:00:00,12,9_16,120.7134246826172,1051.962,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 03:00:00,3,1_8,366.9352416992188,334.594,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 14:00:00,14,9_16,130.4697265625,394.373,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 19:00:00,19,17_24,447.3843994140625,463.411,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 22:00:00,22,17_24,408.9694213867188,356.098,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 21:00:00,21,17_24,449.67376708984375,354.098,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 20:00:00,20,17_24,431.9461975097656,401.106,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 02:00:00,2,1_8,365.87786865234375,334.93,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 18:00:00,18,17_24,408.1876525878906,534.75,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 16:00:00,16,9_16,313.9925842285156,373.916,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 15:00:00,15,9_16,204.3115997314453,356.98,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 17:00:00,17,17_24,381.8482971191406,486.036,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-27 00:00:00,24,17_24,388.5362548828125,315.845,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 13:00:00,13,9_16,109.36346435546876,442.419,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 01:00:00,1,1_8,332.42978,331.888,29,0.3137931034482759
realtime,timemixer,2026-01-26,2026-01-26,2026-01-26 11:00:00,11,9_16,144.22482299804688,1275.122,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 03:00:00,3,1_8,337.70236,334.594,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 04:00:00,4,1_8,345.94482,334.254,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 05:00:00,5,1_8,341.18085,329.854,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 06:00:00,6,1_8,343.92746,329.201,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 07:00:00,7,1_8,347.54755,324.586,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 08:00:00,8,1_8,422.7708,332.64,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 09:00:00,9,9_16,510.32068,813.45,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 10:00:00,10,9_16,450.32404,1291.302,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 11:00:00,11,9_16,397.80743,1275.122,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 13:00:00,13,9_16,237.24927,442.419,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 15:00:00,15,9_16,304.89554,356.98,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 14:00:00,14,9_16,268.66214,394.373,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 16:00:00,16,9_16,375.0589,373.916,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 02:00:00,2,1_8,324.59827,334.93,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 23:00:00,23,17_24,375.67087,323.133,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 22:00:00,22,17_24,395.68033,356.098,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 21:00:00,21,17_24,405.81793,354.098,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-27 00:00:00,24,17_24,349.97913,315.845,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 19:00:00,19,17_24,419.66733,463.411,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 18:00:00,18,17_24,444.05353,534.75,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 17:00:00,17,17_24,415.2521,486.036,29,0.3137931034482759
realtime,timesfm,2026-01-26,2026-01-26,2026-01-26 20:00:00,20,17_24,413.88123,401.106,29,0.3137931034482759
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 07:00:00,7,1_8,314.74982,324.288,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 23:00:00,23,17_24,395.50683043126446,339.641,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 01:00:00,1,1_8,336.50153,327.456,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 02:00:00,2,1_8,305.1682,322.468,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 03:00:00,3,1_8,323.2897,331.928,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 04:00:00,4,1_8,290.70184,328.429,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 05:00:00,5,1_8,285.01138,328.237,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 09:00:00,9,9_16,233.92204,461.351,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 06:00:00,6,1_8,293.97858,325.141,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 08:00:00,8,1_8,287.12207,362.605,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 14:00:00,14,9_16,122.2397,259.493,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 21:00:00,21,17_24,420.67505,375.904,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 11:00:00,11,9_16,67.40324,244.008,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 13:00:00,13,9_16,54.050972,-6.38,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 15:00:00,15,9_16,217.31548,293.262,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 16:00:00,16,9_16,330.78824,355.313,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 17:00:00,17,17_24,408.02866,396.675,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 18:00:00,18,17_24,461.52237,362.823,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 19:00:00,19,17_24,455.3211,369.22,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 20:00:00,20,17_24,428.12454,382.194,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 22:00:00,22,17_24,413.40213,368.057,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 10:00:00,10,9_16,108.043304,276.831,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 12:00:00,12,9_16,48.99882,103.769,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 10:00:00,10,9_16,262.3674145379787,276.831,28,0.3275862068965517
realtime,rt916,2026-01-27,2026-01-27,2026-01-27 23:00:00,23,17_24,400.545,339.641,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 22:00:00,22,17_24,405.60447947449217,368.057,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 02:00:00,2,1_8,358.10579207222844,322.468,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 03:00:00,3,1_8,371.563135676008,331.928,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 04:00:00,4,1_8,378.56358097773466,328.429,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 05:00:00,5,1_8,358.3430112770624,328.237,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 06:00:00,6,1_8,355.51345559853166,325.141,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 07:00:00,7,1_8,363.6524729839718,324.288,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 08:00:00,8,1_8,385.2179174190286,362.605,28,0.3275862068965517
realtime,sgdfnet,2026-01-27,2026-01-27,2026-01-27 09:00:00,9,9_16,408.1060518871863,461.351,28,0.3275862068965517
