task,period,target_day,age_days,day_gate,model_name,weight_before,loss,normalized_loss,weight_after
dayahead,1_8,2026-02-24,1,0.85,lightgbm,0.3333333333333333,11.235226008903716,1.0,0.16887233078852984
dayahead,1_8,2026-02-24,1,0.85,timemixer,0.3333333333333333,22.756887013370672,2.0254943688125406,0.08408320291647564
dayahead,1_8,2026-02-24,1,0.85,timesfm,0.3333333333333333,5.576016376457999,0.4962976598814395,0.2378548423699778
dayahead,1_8,2026-02-23,2,0.8147783251231526,lightgbm,0.3440683796031453,81.74036915920234,1.5991343797277027,0.12132687994488353
dayahead,1_8,2026-02-23,2,0.8147783251231526,timemixer,0.17131504755235633,46.14195625926982,0.9027019251451871,0.09511652078677284
dayahead,1_8,2026-02-23,2,0.8147783251231526,timesfm,0.4846165728444985,51.115384795317155,1.0,0.25253133668999905
dayahead,1_8,2026-02-22,3,0.7795566502463054,lightgbm,0.2587066429460964,33.14620670476609,1.0,0.13866340460716053
dayahead,1_8,2026-02-22,3,0.7795566502463054,timemixer,0.20281800531454539,257.9004859421271,4.0,0.03
dayahead,1_8,2026-02-22,3,0.7795566502463054,timesfm,0.5384753517393582,27.0199768125,0.815175535866516,0.3238761907326966
dayahead,1_8,2026-02-21,4,0.7443349753694581,lightgbm,0.281527426259977,57.94045591635218,1.0,0.15520733861563338
dayahead,1_8,2026-02-21,4,0.7443349753694581,timemixer,0.06090880872084955,241.03756996023552,4.0,0.03
dayahead,1_8,2026-02-21,4,0.7443349753694581,timesfm,0.6575637650191735,8.4470487,0.25,0.5666119881912686
dayahead,1_8,2026-02-20,5,0.7091133004926108,lightgbm,0.20644233671781756,382.51943527578504,1.3171552588787272,0.09778892037484241
dayahead,1_8,2026-02-20,5,0.7091133004926108,timemixer,0.039903204041607764,290.4133227250807,1.0,0.03
dayahead,1_8,2026-02-20,5,0.7091133004926108,timesfm,0.7536544592405746,117.46034282414382,0.40445920910914085,0.5991356674371939
dayahead,1_8,2026-02-19,6,0.6738916256157634,lightgbm,0.13452416112265014,325.77446582067404,1.1368256819854645,0.07288376952812635
