task,model_name,target_day,business_day,ds,hour_business,period,y_pred,y_true,age_days,day_gate
dayahead,lightgbm,2026-01-26,2026-01-26,2026-01-26 22:00:00,22,17_24,439.6259309538124,400.0,29,0.3137931034482759
dayahead,lightgbm,2026-01-26,2026-01-26,2026-01-26 23:00:00,23,17_24,429.0304363708515,402.5,29,0.3137931034482759
dayahead,lightgbm,2026-01-26,2026-01-26,2026-01-27 00:00:00,24,17_24,423.44750714863903,403.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 01:00:00,1,1_8,373.9126586914063,416.75,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 02:00:00,2,1_8,370.3843383789063,448.5,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 12:00:00,12,9_16,299.94873046875,396.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 04:00:00,4,1_8,347.83258056640625,430.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 05:00:00,5,1_8,343.4914855957031,418.75,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 06:00:00,6,1_8,352.4141845703125,420.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 07:00:00,7,1_8,371.498779296875,425.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 08:00:00,8,1_8,375.1939086914063,464.238,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 09:00:00,9,9_16,341.1432800292969,550.0,29,0.3137931034482759
dayahead,lightgbm,2026-01-26,2026-01-26,2026-01-26 19:00:00,19,17_24,441.5348408208893,478.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 11:00:00,11,9_16,319.4047546386719,500.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 15:00:00,15,9_16,325.77176,232.48,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 13:00:00,13,9_16,280.0611267089844,329.15,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 05:00:00,5,1_8,431.2117,418.75,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 16:00:00,16,9_16,353.75146484375,405.75,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 17:00:00,17,17_24,365.99505615234375,491.44,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 18:00:00,18,17_24,445.67913818359375,480.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 19:00:00,19,17_24,507.6509094238281,478.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 21:00:00,21,17_24,500.0852966308594,426.32,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 15:00:00,15,9_16,366.4387817382813,232.48,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 23:00:00,23,17_24,434.2754821777344,402.5,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 02:00:00,2,1_8,460.489,448.5,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 04:00:00,4,1_8,442.31445,430.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 03:00:00,3,1_8,451.1575,430.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 14:00:00,14,9_16,282.526611328125,324.175,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 01:00:00,1,1_8,476.60223,416.75,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-27 00:00:00,24,17_24,428.4320983886719,403.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 06:00:00,6,1_8,432.49277,420.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 22:00:00,22,17_24,468.2257690429688,400.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 07:00:00,7,1_8,434.1797,425.0,29,0.3137931034482759
dayahead,timemixer,2026-01-26,2026-01-26,2026-01-26 20:00:00,20,17_24,485.3948059082031,433.72,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 09:00:00,9,9_16,571.0747,550.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 10:00:00,10,9_16,525.05695,530.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 11:00:00,11,9_16,460.18988,500.0,29,0.3137931034482759
